ciudad,Año,Trimestre,Mes,Día,Índice,producto,temporada,id_ciudad,id_producto,evento,unidades_vendidas
el_salto,2022,Qtr 1,enero,1,2922,jugo,invierno,5,3,0,48
el_salto,2022,Qtr 1,enero,1,2922,refresco,invierno,5,1,0,99
el_salto,2022,Qtr 1,enero,1,2923,agua,invierno,5,2,0,84
el_salto,2022,Qtr 1,enero,1,2923,bebida_energizante,invierno,5,4,0,43
el_salto,2022,Qtr 1,enero,1,2923,jugo,invierno,5,3,0,48
el_salto,2022,Qtr 1,enero,1,2923,refresco,invierno,5,1,0,99
el_salto,2022,Qtr 1,enero,1,2924,agua,invierno,5,2,0,84
el_salto,2022,Qtr 1,enero,1,2924,bebida_energizante,invierno,5,4,0,43
el_salto,2022,Qtr 1,enero,1,2924,jugo,invierno,5,3,0,48
el_salto,2022,Qtr 1,enero,1,2924,refresco,invierno,5,1,0,99
el_salto,2022,Qtr 1,enero,1,3,agua,invierno,5,2,0,84
el_salto,2022,Qtr 1,enero,1,3,bebida_energizante,invierno,5,4,0,43
el_salto,2022,Qtr 1,enero,1,3,jugo,invierno,5,3,0,48
el_salto,2022,Qtr 1,enero,1,3,refresco,invierno,5,1,0,99
el_salto,2022,Qtr 1,enero,1,4,agua,invierno,5,2,0,84
el_salto,2022,Qtr 1,enero,1,4,bebida_energizante,invierno,5,4,0,43
el_salto,2022,Qtr 1,enero,1,4,jugo,invierno,5,3,0,48
el_salto,2022,Qtr 1,enero,1,4,refresco,invierno,5,1,0,99
el_salto,2022,Qtr 1,enero,1,4381,agua,invierno,5,2,0,84
el_salto,2022,Qtr 1,enero,1,4381,bebida_energizante,invierno,5,4,0,43
el_salto,2022,Qtr 1,enero,1,4381,jugo,invierno,5,3,0,48
el_salto,2022,Qtr 1,enero,1,4381,refresco,invierno,5,1,0,99
el_salto,2022,Qtr 1,enero,1,4382,agua,invierno,5,2,0,84
el_salto,2022,Qtr 1,enero,1,4382,bebida_energizante,invierno,5,4,0,43
el_salto,2022,Qtr 1,enero,1,4382,jugo,invierno,5,3,0,48
el_salto,2022,Qtr 1,enero,1,4382,refresco,invierno,5,1,0,99
el_salto,2022,Qtr 1,enero,1,4383,agua,invierno,5,2,0,84
el_salto,2022,Qtr 1,enero,1,4383,bebida_energizante,invierno,5,4,0,43
el_salto,2022,Qtr 1,enero,1,4383,jugo,invierno,5,3,0,48
el_salto,2022,Qtr 1,enero,1,4383,refresco,invierno,5,1,0,99
el_salto,2022,Qtr 1,enero,1,4384,agua,invierno,5,2,0,84
el_salto,2022,Qtr 1,enero,1,4384,bebida_energizante,invierno,5,4,0,43
el_salto,2022,Qtr 1,enero,1,4384,jugo,invierno,5,3,0,48
el_salto,2022,Qtr 1,enero,1,4384,refresco,invierno,5,1,0,99
el_salto,2022,Qtr 1,enero,1,5841,agua,invierno,5,2,0,84
el_salto,2022,Qtr 1,enero,1,5841,bebida_energizante,invierno,5,4,0,43
el_salto,2022,Qtr 1,enero,1,5841,jugo,invierno,5,3,0,48
el_salto,2022,Qtr 1,enero,1,5841,refresco,invierno,5,1,0,99
el_salto,2022,Qtr 1,enero,1,5842,agua,invierno,5,2,0,84
el_salto,2022,Qtr 1,enero,1,5842,bebida_energizante,invierno,5,4,0,43
el_salto,2022,Qtr 1,enero,1,5842,jugo,invierno,5,3,0,48
el_salto,2022,Qtr 1,enero,1,5842,refresco,invierno,5,1,0,99
el_salto,2022,Qtr 1,enero,1,5843,agua,invierno,5,2,0,84
el_salto,2022,Qtr 1,enero,1,5843,bebida_energizante,invierno,5,4,0,43
el_salto,2022,Qtr 1,enero,1,5843,jugo,invierno,5,3,0,48
el_salto,2022,Qtr 1,enero,1,5843,refresco,invierno,5,1,0,99
el_salto,2022,Qtr 1,enero,1,5844,agua,invierno,5,2,0,84
el_salto,2022,Qtr 1,enero,1,5844,bebida_energizante,invierno,5,4,0,43
el_salto,2022,Qtr 1,enero,1,5844,jugo,invierno,5,3,0,48
el_salto,2022,Qtr 1,enero,1,5844,refresco,invierno,5,1,0,99
el_salto,2022,Qtr 1,enero,1,7301,agua,invierno,5,2,0,84
el_salto,2022,Qtr 1,enero,1,7301,bebida_energizante,invierno,5,4,0,43
el_salto,2022,Qtr 1,enero,1,7301,jugo,invierno,5,3,0,48
el_salto,2022,Qtr 1,enero,1,7301,refresco,invierno,5,1,0,99
el_salto,2022,Qtr 1,enero,1,7302,agua,invierno,5,2,0,84
el_salto,2022,Qtr 1,enero,1,7302,bebida_energizante,invierno,5,4,0,43
el_salto,2022,Qtr 1,enero,1,7302,jugo,invierno,5,3,0,48
el_salto,2022,Qtr 1,enero,1,7302,refresco,invierno,5,1,0,99
el_salto,2022,Qtr 1,enero,1,7303,agua,invierno,5,2,0,84
el_salto,2022,Qtr 1,enero,1,7303,bebida_energizante,invierno,5,4,0,43
el_salto,2022,Qtr 1,enero,1,7303,jugo,invierno,5,3,0,48
el_salto,2022,Qtr 1,enero,1,7303,refresco,invierno,5,1,0,99
el_salto,2022,Qtr 1,enero,1,7304,agua,invierno,5,2,0,84
el_salto,2022,Qtr 1,enero,1,7304,bebida_energizante,invierno,5,4,0,43
el_salto,2022,Qtr 1,enero,1,7304,jugo,invierno,5,3,0,48
el_salto,2022,Qtr 1,enero,1,7304,refresco,invierno,5,1,0,99
el_salto,2022,Qtr 1,febrero,1,125,agua,invierno,5,2,0,97
el_salto,2022,Qtr 1,febrero,1,125,bebida_energizante,invierno,5,4,0,44
el_salto,2022,Qtr 1,febrero,1,125,jugo,invierno,5,3,0,45
el_salto,2022,Qtr 1,febrero,1,125,refresco,invierno,5,1,0,94
el_salto,2022,Qtr 1,febrero,1,126,agua,invierno,5,2,0,97
el_salto,2022,Qtr 1,febrero,1,126,bebida_energizante,invierno,5,4,0,44
el_salto,2022,Qtr 1,febrero,1,126,jugo,invierno,5,3,0,45
el_salto,2022,Qtr 1,febrero,1,126,refresco,invierno,5,1,0,94
el_salto,2022,Qtr 1,febrero,1,127,agua,invierno,5,2,0,97
el_salto,2022,Qtr 1,febrero,1,127,bebida_energizante,invierno,5,4,0,44
el_salto,2022,Qtr 1,febrero,1,127,jugo,invierno,5,3,0,45
el_salto,2022,Qtr 1,febrero,1,127,refresco,invierno,5,1,0,94
el_salto,2022,Qtr 1,febrero,1,128,agua,invierno,5,2,0,97
el_salto,2022,Qtr 1,febrero,1,128,bebida_energizante,invierno,5,4,0,44
el_salto,2022,Qtr 1,febrero,1,128,jugo,invierno,5,3,0,45
el_salto,2022,Qtr 1,febrero,1,128,refresco,invierno,5,1,0,94
el_salto,2022,Qtr 1,febrero,1,1585,agua,invierno,5,2,0,97
el_salto,2022,Qtr 1,febrero,1,1585,bebida_energizante,invierno,5,4,0,44
el_salto,2022,Qtr 1,febrero,1,1585,jugo,invierno,5,3,0,45
el_salto,2022,Qtr 1,febrero,1,1585,refresco,invierno,5,1,0,94
el_salto,2022,Qtr 1,febrero,1,1586,agua,invierno,5,2,0,97
el_salto,2022,Qtr 1,febrero,1,1586,bebida_energizante,invierno,5,4,0,44
el_salto,2022,Qtr 1,febrero,1,1586,jugo,invierno,5,3,0,45
el_salto,2022,Qtr 1,febrero,1,1586,refresco,invierno,5,1,0,94
el_salto,2022,Qtr 1,febrero,1,1587,agua,invierno,5,2,0,97
el_salto,2022,Qtr 1,febrero,1,1587,bebida_energizante,invierno,5,4,0,44
el_salto,2022,Qtr 1,febrero,1,1587,jugo,invierno,5,3,0,45
el_salto,2022,Qtr 1,febrero,1,1587,refresco,invierno,5,1,0,94
el_salto,2022,Qtr 1,febrero,1,1588,agua,invierno,5,2,0,97
el_salto,2022,Qtr 1,febrero,1,1588,bebida_energizante,invierno,5,4,0,44
el_salto,2022,Qtr 1,febrero,1,1588,jugo,invierno,5,3,0,45
el_salto,2022,Qtr 1,febrero,1,1588,refresco,invierno,5,1,0,94
el_salto,2022,Qtr 1,febrero,1,3045,agua,invierno,5,2,0,97
el_salto,2022,Qtr 1,febrero,1,3045,bebida_energizante,invierno,5,4,0,44
el_salto,2022,Qtr 1,febrero,1,3045,jugo,invierno,5,3,0,45
el_salto,2022,Qtr 1,febrero,1,3045,refresco,invierno,5,1,0,94
el_salto,2022,Qtr 1,febrero,1,3046,agua,invierno,5,2,0,97
el_salto,2022,Qtr 1,febrero,1,3046,bebida_energizante,invierno,5,4,0,44
el_salto,2022,Qtr 1,febrero,1,3046,jugo,invierno,5,3,0,45
el_salto,2022,Qtr 1,febrero,1,3046,refresco,invierno,5,1,0,94
el_salto,2022,Qtr 1,febrero,1,3047,agua,invierno,5,2,0,97
el_salto,2022,Qtr 1,febrero,1,3047,bebida_energizante,invierno,5,4,0,44
el_salto,2022,Qtr 1,febrero,1,3047,jugo,invierno,5,3,0,45
el_salto,2022,Qtr 1,febrero,1,3047,refresco,invierno,5,1,0,94
el_salto,2022,Qtr 1,febrero,1,3048,agua,invierno,5,2,0,97
el_salto,2022,Qtr 1,febrero,1,3048,bebida_energizante,invierno,5,4,0,44
el_salto,2022,Qtr 1,febrero,1,3048,jugo,invierno,5,3,0,45
el_salto,2022,Qtr 1,febrero,1,3048,refresco,invierno,5,1,0,94
el_salto,2022,Qtr 1,febrero,1,4505,agua,invierno,5,2,0,97
el_salto,2022,Qtr 1,febrero,1,4505,bebida_energizante,invierno,5,4,0,44
el_salto,2022,Qtr 1,febrero,1,4505,jugo,invierno,5,3,0,45
el_salto,2022,Qtr 1,febrero,1,4505,refresco,invierno,5,1,0,94
el_salto,2022,Qtr 1,febrero,1,4506,agua,invierno,5,2,0,97
el_salto,2022,Qtr 1,febrero,1,4506,bebida_energizante,invierno,5,4,0,44
el_salto,2022,Qtr 1,febrero,1,4506,jugo,invierno,5,3,0,45
el_salto,2022,Qtr 1,febrero,1,4506,refresco,invierno,5,1,0,94
el_salto,2022,Qtr 1,febrero,1,4507,agua,invierno,5,2,0,97
el_salto,2022,Qtr 1,febrero,1,4507,bebida_energizante,invierno,5,4,0,44
el_salto,2022,Qtr 1,febrero,1,4507,jugo,invierno,5,3,0,45
el_salto,2022,Qtr 1,febrero,1,4507,refresco,invierno,5,1,0,94
el_salto,2022,Qtr 1,febrero,1,4508,agua,invierno,5,2,0,97
el_salto,2022,Qtr 1,febrero,1,4508,bebida_energizante,invierno,5,4,0,44
el_salto,2022,Qtr 1,febrero,1,4508,jugo,invierno,5,3,0,45
el_salto,2022,Qtr 1,febrero,1,4508,refresco,invierno,5,1,0,94
el_salto,2022,Qtr 1,febrero,1,5965,agua,invierno,5,2,0,97
el_salto,2022,Qtr 1,febrero,1,5965,bebida_energizante,invierno,5,4,0,44
el_salto,2022,Qtr 1,febrero,1,5965,jugo,invierno,5,3,0,45
el_salto,2022,Qtr 1,febrero,1,5965,refresco,invierno,5,1,0,94
el_salto,2022,Qtr 1,febrero,1,5966,agua,invierno,5,2,0,97
el_salto,2022,Qtr 1,febrero,1,5966,bebida_energizante,invierno,5,4,0,44
el_salto,2022,Qtr 1,febrero,1,5966,jugo,invierno,5,3,0,45
el_salto,2022,Qtr 1,febrero,1,5966,refresco,invierno,5,1,0,94
el_salto,2022,Qtr 1,febrero,1,5967,agua,invierno,5,2,0,97
el_salto,2022,Qtr 1,febrero,1,5967,bebida_energizante,invierno,5,4,0,44
el_salto,2022,Qtr 1,febrero,1,5967,jugo,invierno,5,3,0,45
el_salto,2022,Qtr 1,febrero,1,5967,refresco,invierno,5,1,0,94
el_salto,2022,Qtr 1,febrero,1,5968,agua,invierno,5,2,0,97
el_salto,2022,Qtr 1,febrero,1,5968,bebida_energizante,invierno,5,4,0,44
el_salto,2022,Qtr 1,febrero,1,5968,jugo,invierno,5,3,0,45
el_salto,2022,Qtr 1,febrero,1,5968,refresco,invierno,5,1,0,94
el_salto,2022,Qtr 1,febrero,1,7425,agua,invierno,5,2,0,97
el_salto,2022,Qtr 1,febrero,1,7425,bebida_energizante,invierno,5,4,0,44
el_salto,2022,Qtr 1,febrero,1,7425,jugo,invierno,5,3,0,45
el_salto,2022,Qtr 1,febrero,1,7425,refresco,invierno,5,1,0,94
el_salto,2022,Qtr 1,febrero,1,7426,agua,invierno,5,2,0,97
el_salto,2022,Qtr 1,febrero,1,7426,bebida_energizante,invierno,5,4,0,44
el_salto,2022,Qtr 1,febrero,1,7426,jugo,invierno,5,3,0,45
el_salto,2022,Qtr 1,febrero,1,7426,refresco,invierno,5,1,0,94
el_salto,2022,Qtr 1,febrero,1,7427,agua,invierno,5,2,0,97
el_salto,2022,Qtr 1,febrero,1,7427,bebida_energizante,invierno,5,4,0,44
el_salto,2022,Qtr 1,febrero,1,7427,jugo,invierno,5,3,0,45
el_salto,2022,Qtr 1,febrero,1,7427,refresco,invierno,5,1,0,94
el_salto,2022,Qtr 1,febrero,1,7428,agua,invierno,5,2,0,97
el_salto,2022,Qtr 1,febrero,1,7428,bebida_energizante,invierno,5,4,0,44
el_salto,2022,Qtr 1,febrero,1,7428,jugo,invierno,5,3,0,45
el_salto,2022,Qtr 1,febrero,1,7428,refresco,invierno,5,1,0,94
el_salto,2022,Qtr 1,marzo,1,1697,agua,primavera,5,2,0,97
el_salto,2022,Qtr 1,marzo,1,1697,bebida_energizante,primavera,5,4,0,36
el_salto,2022,Qtr 1,marzo,1,1697,jugo,primavera,5,3,0,59
el_salto,2022,Qtr 1,marzo,1,1697,refresco,primavera,5,1,0,122
el_salto,2022,Qtr 1,marzo,1,1698,agua,primavera,5,2,0,97
el_salto,2022,Qtr 1,marzo,1,1698,bebida_energizante,primavera,5,4,0,36
el_salto,2022,Qtr 1,marzo,1,1698,jugo,primavera,5,3,0,59
el_salto,2022,Qtr 1,marzo,1,1698,refresco,primavera,5,1,0,122
el_salto,2022,Qtr 1,marzo,1,1699,agua,primavera,5,2,0,97
el_salto,2022,Qtr 1,marzo,1,1699,bebida_energizante,primavera,5,4,0,36
el_salto,2022,Qtr 1,marzo,1,1699,jugo,primavera,5,3,0,59
el_salto,2022,Qtr 1,marzo,1,1699,refresco,primavera,5,1,0,122
el_salto,2022,Qtr 1,marzo,1,1700,agua,primavera,5,2,0,97
el_salto,2022,Qtr 1,marzo,1,1700,bebida_energizante,primavera,5,4,0,36
el_salto,2022,Qtr 1,marzo,1,1700,jugo,primavera,5,3,0,59
el_salto,2022,Qtr 1,marzo,1,1700,refresco,primavera,5,1,0,122
el_salto,2022,Qtr 1,marzo,1,237,agua,primavera,5,2,0,97
el_salto,2022,Qtr 1,marzo,1,237,bebida_energizante,primavera,5,4,0,36
el_salto,2022,Qtr 1,marzo,1,237,jugo,primavera,5,3,0,59
el_salto,2022,Qtr 1,marzo,1,237,refresco,primavera,5,1,0,122
el_salto,2022,Qtr 1,marzo,1,238,agua,primavera,5,2,0,97
el_salto,2022,Qtr 1,marzo,1,238,bebida_energizante,primavera,5,4,0,36
el_salto,2022,Qtr 1,marzo,1,238,jugo,primavera,5,3,0,59
el_salto,2022,Qtr 1,marzo,1,238,refresco,primavera,5,1,0,122
el_salto,2022,Qtr 1,marzo,1,239,agua,primavera,5,2,0,97
el_salto,2022,Qtr 1,marzo,1,239,bebida_energizante,primavera,5,4,0,36
el_salto,2022,Qtr 1,marzo,1,239,jugo,primavera,5,3,0,59
el_salto,2022,Qtr 1,marzo,1,239,refresco,primavera,5,1,0,122
el_salto,2022,Qtr 1,marzo,1,240,agua,primavera,5,2,0,97
el_salto,2022,Qtr 1,marzo,1,240,bebida_energizante,primavera,5,4,0,36
el_salto,2022,Qtr 1,marzo,1,240,jugo,primavera,5,3,0,59
el_salto,2022,Qtr 1,marzo,1,240,refresco,primavera,5,1,0,122
el_salto,2022,Qtr 1,marzo,1,3157,agua,primavera,5,2,0,97
el_salto,2022,Qtr 1,marzo,1,3157,bebida_energizante,primavera,5,4,0,36
el_salto,2022,Qtr 1,marzo,1,3157,jugo,primavera,5,3,0,59
el_salto,2022,Qtr 1,marzo,1,3157,refresco,primavera,5,1,0,122
el_salto,2022,Qtr 1,marzo,1,3158,agua,primavera,5,2,0,97
el_salto,2022,Qtr 1,marzo,1,3158,bebida_energizante,primavera,5,4,0,36
el_salto,2022,Qtr 1,marzo,1,3158,jugo,primavera,5,3,0,59
el_salto,2022,Qtr 1,marzo,1,3158,refresco,primavera,5,1,0,122
el_salto,2022,Qtr 1,marzo,1,3159,agua,primavera,5,2,0,97
el_salto,2022,Qtr 1,marzo,1,3159,bebida_energizante,primavera,5,4,0,36
el_salto,2022,Qtr 1,marzo,1,3159,jugo,primavera,5,3,0,59
el_salto,2022,Qtr 1,marzo,1,3159,refresco,primavera,5,1,0,122
el_salto,2022,Qtr 1,marzo,1,3160,agua,primavera,5,2,0,97
el_salto,2022,Qtr 1,marzo,1,3160,bebida_energizante,primavera,5,4,0,36
el_salto,2022,Qtr 1,marzo,1,3160,jugo,primavera,5,3,0,59
el_salto,2022,Qtr 1,marzo,1,3160,refresco,primavera,5,1,0,122
el_salto,2022,Qtr 1,marzo,1,4617,agua,primavera,5,2,0,97
el_salto,2022,Qtr 1,marzo,1,4617,bebida_energizante,primavera,5,4,0,36
el_salto,2022,Qtr 1,marzo,1,4617,jugo,primavera,5,3,0,59
el_salto,2022,Qtr 1,marzo,1,4617,refresco,primavera,5,1,0,122
el_salto,2022,Qtr 1,marzo,1,4618,agua,primavera,5,2,0,97
el_salto,2022,Qtr 1,marzo,1,4618,bebida_energizante,primavera,5,4,0,36
el_salto,2022,Qtr 1,marzo,1,4618,jugo,primavera,5,3,0,59
el_salto,2022,Qtr 1,marzo,1,4618,refresco,primavera,5,1,0,122
el_salto,2022,Qtr 1,marzo,1,4619,agua,primavera,5,2,0,97
el_salto,2022,Qtr 1,marzo,1,4619,bebida_energizante,primavera,5,4,0,36
el_salto,2022,Qtr 1,marzo,1,4619,jugo,primavera,5,3,0,59
el_salto,2022,Qtr 1,marzo,1,4619,refresco,primavera,5,1,0,122
el_salto,2022,Qtr 1,marzo,1,4620,agua,primavera,5,2,0,97
el_salto,2022,Qtr 1,marzo,1,4620,bebida_energizante,primavera,5,4,0,36
el_salto,2022,Qtr 1,marzo,1,4620,jugo,primavera,5,3,0,59
el_salto,2022,Qtr 1,marzo,1,4620,refresco,primavera,5,1,0,122
el_salto,2022,Qtr 1,marzo,1,6077,agua,primavera,5,2,0,97
el_salto,2022,Qtr 1,marzo,1,6077,bebida_energizante,primavera,5,4,0,36
el_salto,2022,Qtr 1,marzo,1,6077,jugo,primavera,5,3,0,59
el_salto,2022,Qtr 1,marzo,1,6077,refresco,primavera,5,1,0,122
el_salto,2022,Qtr 1,marzo,1,6078,agua,primavera,5,2,0,97
el_salto,2022,Qtr 1,marzo,1,6078,bebida_energizante,primavera,5,4,0,36
el_salto,2022,Qtr 1,marzo,1,6078,jugo,primavera,5,3,0,59
el_salto,2022,Qtr 1,marzo,1,6078,refresco,primavera,5,1,0,122
el_salto,2022,Qtr 1,marzo,1,6079,agua,primavera,5,2,0,97
el_salto,2022,Qtr 1,marzo,1,6079,bebida_energizante,primavera,5,4,0,36
el_salto,2022,Qtr 1,marzo,1,6079,jugo,primavera,5,3,0,59
el_salto,2022,Qtr 1,marzo,1,6079,refresco,primavera,5,1,0,122
el_salto,2022,Qtr 1,marzo,1,6080,agua,primavera,5,2,0,97
el_salto,2022,Qtr 1,marzo,1,6080,bebida_energizante,primavera,5,4,0,36
el_salto,2022,Qtr 1,marzo,1,6080,jugo,primavera,5,3,0,59
el_salto,2022,Qtr 1,marzo,1,6080,refresco,primavera,5,1,0,122
el_salto,2022,Qtr 1,marzo,1,7537,agua,primavera,5,2,0,97
el_salto,2022,Qtr 1,marzo,1,7537,bebida_energizante,primavera,5,4,0,36
el_salto,2022,Qtr 1,marzo,1,7537,jugo,primavera,5,3,0,59
el_salto,2022,Qtr 1,marzo,1,7537,refresco,primavera,5,1,0,122
el_salto,2022,Qtr 1,marzo,1,7538,agua,primavera,5,2,0,97
el_salto,2022,Qtr 1,marzo,1,7538,bebida_energizante,primavera,5,4,0,36
el_salto,2022,Qtr 1,marzo,1,7538,jugo,primavera,5,3,0,59
el_salto,2022,Qtr 1,marzo,1,7538,refresco,primavera,5,1,0,122
el_salto,2022,Qtr 1,marzo,1,7539,agua,primavera,5,2,0,97
el_salto,2022,Qtr 1,marzo,1,7539,bebida_energizante,primavera,5,4,0,36
el_salto,2022,Qtr 1,marzo,1,7539,jugo,primavera,5,3,0,59
el_salto,2022,Qtr 1,marzo,1,7539,refresco,primavera,5,1,0,122
el_salto,2022,Qtr 1,marzo,1,7540,agua,primavera,5,2,0,97
el_salto,2022,Qtr 1,marzo,1,7540,bebida_energizante,primavera,5,4,0,36
el_salto,2022,Qtr 1,marzo,1,7540,jugo,primavera,5,3,0,59
el_salto,2022,Qtr 1,marzo,1,7540,refresco,primavera,5,1,0,122
el_salto,2022,Qtr 2,abril,1,1821,agua,primavera,5,2,0,118
el_salto,2022,Qtr 2,abril,1,1821,bebida_energizante,primavera,5,4,0,50
el_salto,2022,Qtr 2,abril,1,1821,jugo,primavera,5,3,0,65
el_salto,2022,Qtr 2,abril,1,1821,refresco,primavera,5,1,0,124
el_salto,2022,Qtr 2,abril,1,1822,agua,primavera,5,2,0,118
el_salto,2022,Qtr 2,abril,1,1822,bebida_energizante,primavera,5,4,0,50
el_salto,2022,Qtr 2,abril,1,1822,jugo,primavera,5,3,0,65
el_salto,2022,Qtr 2,abril,1,1822,refresco,primavera,5,1,0,124
el_salto,2022,Qtr 2,abril,1,1823,agua,primavera,5,2,0,118
el_salto,2022,Qtr 2,abril,1,1823,bebida_energizante,primavera,5,4,0,50
el_salto,2022,Qtr 2,abril,1,1823,jugo,primavera,5,3,0,65
el_salto,2022,Qtr 2,abril,1,1823,refresco,primavera,5,1,0,124
el_salto,2022,Qtr 2,abril,1,1824,agua,primavera,5,2,0,118
el_salto,2022,Qtr 2,abril,1,1824,bebida_energizante,primavera,5,4,0,50
el_salto,2022,Qtr 2,abril,1,1824,jugo,primavera,5,3,0,65
el_salto,2022,Qtr 2,abril,1,1824,refresco,primavera,5,1,0,124
el_salto,2022,Qtr 2,abril,1,3281,agua,primavera,5,2,0,118
el_salto,2022,Qtr 2,abril,1,3281,bebida_energizante,primavera,5,4,0,50
el_salto,2022,Qtr 2,abril,1,3281,jugo,primavera,5,3,0,65
el_salto,2022,Qtr 2,abril,1,3281,refresco,primavera,5,1,0,124
el_salto,2022,Qtr 2,abril,1,3282,agua,primavera,5,2,0,118
el_salto,2022,Qtr 2,abril,1,3282,bebida_energizante,primavera,5,4,0,50
el_salto,2022,Qtr 2,abril,1,3282,jugo,primavera,5,3,0,65
el_salto,2022,Qtr 2,abril,1,3282,refresco,primavera,5,1,0,124
el_salto,2022,Qtr 2,abril,1,3283,agua,primavera,5,2,0,118
el_salto,2022,Qtr 2,abril,1,3283,bebida_energizante,primavera,5,4,0,50
el_salto,2022,Qtr 2,abril,1,3283,jugo,primavera,5,3,0,65
el_salto,2022,Qtr 2,abril,1,3283,refresco,primavera,5,1,0,124
el_salto,2022,Qtr 2,abril,1,3284,agua,primavera,5,2,0,118
el_salto,2022,Qtr 2,abril,1,3284,bebida_energizante,primavera,5,4,0,50
el_salto,2022,Qtr 2,abril,1,3284,jugo,primavera,5,3,0,65
el_salto,2022,Qtr 2,abril,1,3284,refresco,primavera,5,1,0,124
el_salto,2022,Qtr 2,abril,1,361,agua,primavera,5,2,0,118
el_salto,2022,Qtr 2,abril,1,361,bebida_energizante,primavera,5,4,0,50
el_salto,2022,Qtr 2,abril,1,361,jugo,primavera,5,3,0,65
el_salto,2022,Qtr 2,abril,1,361,refresco,primavera,5,1,0,124
el_salto,2022,Qtr 2,abril,1,362,agua,primavera,5,2,0,118
el_salto,2022,Qtr 2,abril,1,362,bebida_energizante,primavera,5,4,0,50
el_salto,2022,Qtr 2,abril,1,362,jugo,primavera,5,3,0,65
el_salto,2022,Qtr 2,abril,1,362,refresco,primavera,5,1,0,124
el_salto,2022,Qtr 2,abril,1,363,agua,primavera,5,2,0,118
el_salto,2022,Qtr 2,abril,1,363,bebida_energizante,primavera,5,4,0,50
el_salto,2022,Qtr 2,abril,1,363,jugo,primavera,5,3,0,65
el_salto,2022,Qtr 2,abril,1,363,refresco,primavera,5,1,0,124
el_salto,2022,Qtr 2,abril,1,364,agua,primavera,5,2,0,118
el_salto,2022,Qtr 2,abril,1,364,bebida_energizante,primavera,5,4,0,50
el_salto,2022,Qtr 2,abril,1,364,jugo,primavera,5,3,0,65
el_salto,2022,Qtr 2,abril,1,364,refresco,primavera,5,1,0,124
el_salto,2022,Qtr 2,abril,1,4741,agua,primavera,5,2,0,118
el_salto,2022,Qtr 2,abril,1,4741,bebida_energizante,primavera,5,4,0,50
el_salto,2022,Qtr 2,abril,1,4741,jugo,primavera,5,3,0,65
el_salto,2022,Qtr 2,abril,1,4741,refresco,primavera,5,1,0,124
el_salto,2022,Qtr 2,abril,1,4742,agua,primavera,5,2,0,118
el_salto,2022,Qtr 2,abril,1,4742,bebida_energizante,primavera,5,4,0,50
el_salto,2022,Qtr 2,abril,1,4742,jugo,primavera,5,3,0,65
el_salto,2022,Qtr 2,abril,1,4742,refresco,primavera,5,1,0,124
el_salto,2022,Qtr 2,abril,1,4743,agua,primavera,5,2,0,118
el_salto,2022,Qtr 2,abril,1,4743,bebida_energizante,primavera,5,4,0,50
